iter	Passed	Remaining
582	1184	847
583	1186	845
584	1188	842
585	1189	840
586	1191	838
587	1193	836
588	1194	833
589	1196	831
590	1198	829
591	1199	826
592	1201	824
593	1203	822
594	1205	820
595	1206	818
596	1208	815
597	1210	813
598	1212	811
599	1213	809
600	1215	806
601	1216	804
602	1218	802
603	1220	800
604	1221	797
605	1223	795
606	1225	793
607	1226	790
608	1228	788
609	1230	786
610	1231	784
611	1233	782
612	1235	779
613	1237	777
614	1238	775
615	1240	773
616	1241	770
617	1243	768
618	1244	766
619	1246	764
620	1248	761
621	1249	759
622	1251	757
623	1253	755
624	1254	752
625	1256	750
626	1258	748
627	1259	746
628	1260	743
629	1262	741
630	1264	739
631	1265	737
632	1267	734
633	1268	732
634	1270	730
635	1271	727
636	1273	725
637	1275	723
638	1276	721
639	1278	719
640	1280	717
641	1282	714
642	1283	712
643	1285	710
644	1286	708
645	1288	706
646	1289	703
647	1291	701
648	1293	699
649	1295	697
650	1296	695
651	1298	693
652	1300	691
653	1302	689
654	1304	687
655	1306	685
656	1308	682
657	1310	680
658	1311	678
659	1313	676
660	1314	674
661	1316	672
662	1318	670
663	1319	667
664	1321	665
665	1323	663
666	1325	661
667	1326	659
668	1328	657
669	1330	655
670	1332	653
671	1333	650
672	1335	648
673	1336	646
674	1338	644
675	1340	642
676	1341	640
677	1343	637
678	1344	635
679	1346	633
680	1347	631
681	1349	629
682	1351	627
683	1353	625
684	1354	623
685	1356	620
686	1358	618
687	1359	616
688	1361	614
689	1363	612
690	1364	610
691	1366	608
692	1368	606
693	1369	604
694	1371	601
695	1373	599
696	1374	597
697	1376	595
698	1378	593
699	1379	591
700	1381	589
701	1383	587
702	1384	584
703	1386	582
704	1387	580
705	1389	578
706	1390	576
707	1392	574
708	1394	572
709	1395	570
710	1397	567
711	1398	565
712	1400	563
713	1401	561
714	1403	559
715	1404	557
716	1406	555
717	1408	553
718	1409	551
719	1411	548
720	1412	546
721	1414	544
722	1416	542
723	1417	540
724	1419	538
725	1421	536
726	1422	534
727	1424	532
728	1425	530
729	1427	528
730	1429	525
731	1430	523
732	1432	521
733	1434	519
734	1436	517
735	1437	515
736	1439	513
737	1441	511
738	1442	509
739	1444	507
740	1445	505
741	1447	503
742	1449	501
743	1450	499
744	1452	497
745	1454	495
746	1455	493
747	1457	491
748	1459	489
749	1461	487
750	1462	484
751	1464	483
752	1466	481
753	1468	479
754	1469	476
755	1471	474
756	1472	472
757	1474	470
758	1476	468
759	1477	466
760	1479	464
761	1481	462
762	1482	460
763	1484	458
764	1486	456
765	1487	454
766	1489	452
767	1491	450
768	1492	448
769	1494	446
770	1495	444
771	1497	442
772	1499	440
773	1500	438
774	1502	436
775	1504	434
776	1505	432
777	1507	430
778	1508	428
779	1510	426
780	1511	423
781	1513	421
782	1515	419
783	1516	417
784	1518	415
785	1519	413
786	1521	411
787	1522	409
788	1524	407
789	1525	405
790	1526	403
791	1528	401
792	1529	399
793	1531	397
794	1532	395
795	1534	393
796	1536	391
797	1537	389
798	1539	387
799	1540	385
800	1542	383
801	1543	381
802	1544	379
803	1546	376
804	1547	374
805	1549	372
806	1550	370
807	1552	368
808	1553	366
809	1555	364
810	1556	362
811	1558	360
812	1559	358
813	1561	356
814	1562	354
815	1564	352
816	1565	350
817	1567	348
818	1568	346
819	1570	344
820	1571	342
821	1573	340
822	1574	338
823	1576	336
824	1577	334
825	1579	332
826	1580	330
827	1582	328
828	1584	326
829	1585	324
830	1587	322
831	1588	320
832	1590	318
833	1591	316
834	1593	314
835	1595	312
836	1596	310
837	1598	308
838	1599	306
839	1601	304
840	1602	303
841	1604	301
842	1605	299
843	1607	297
844	1608	295
845	1610	293
846	1611	291
847	1613	289
848	1614	287
849	1616	285
850	1617	283
851	1619	281
852	1620	279
853	1622	277
854	1623	275
855	1625	273
856	1627	271
857	1628	269
858	1630	267
859	1631	265
860	1633	263
861	1634	261
862	1636	259
863	1637	257
864	1639	255
865	1641	253
866	1642	251
867	1643	250
868	1645	248
869	1646	246
870	1648	244
871	1650	242
872	1651	240
873	1653	238
874	1655	236
875	1656	234
876	1658	232
877	1659	230
878	1661	228
879	1662	226
880	1664	224
881	1665	222
882	1667	220
883	1668	218
884	1669	217
885	1671	215
886	1673	213
887	1674	211
888	1675	209
889	1677	207
890	1678	205
891	1680	203
892	1681	201
893	1683	199
894	1685	197
895	1686	195
896	1688	193
897	1689	191
898	1691	189
899	1692	188
900	1694	186
901	1695	184
902	1697	182
903	1699	180
904	1700	178
905	1702	176
906	1703	174
907	1705	172
908	1706	170
909	1708	168
910	1709	167
911	1711	165
912	1712	163
913	1714	161
914	1716	159
915	1717	157
916	1719	155
917	1720	153
918	1722	151
919	1723	149
920	1725	147
921	1727	146
922	1728	144
923	1730	142
924	1731	140
925	1733	138
926	1734	136
927	1736	134
928	1737	132
929	1739	130
930	1740	129
931	1742	127
932	1743	125
933	1745	123
934	1747	121
935	1748	119
936	1750	117
937	1752	115
938	1753	113
939	1755	112
940	1756	110
941	1758	108
942	1759	106
943	1761	104
944	1762	102
945	1764	100
946	1765	98
947	1767	96
948	1769	95
949	1770	93
950	1772	91
951	1773	89
952	1775	87
953	1777	85
954	1778	83
955	1780	81
956	1782	80
957	1783	78
958	1785	76
959	1786	74
960	1788	72
961	1789	70
962	1791	68
963	1793	66
964	1795	65
965	1796	63
966	1798	61
967	1799	59
968	1801	57
969	1803	55
970	1804	53
971	1806	52
972	1808	50
973	1809	48
974	1811	46
975	1813	44
976	1814	42
977	1816	40
978	1818	38
979	1819	37
980	1821	35
981	1823	33
982	1825	31
983	1827	29
984	1829	27
985	1830	25
986	1832	24
987	1834	22
988	1836	20
989	1838	18
990	1839	16
991	1841	14
992	1842	12
993	1844	11
994	1846	9
995	1847	7
996	1849	5
997	1850	3
998	1852	1
999	1854	0
